time unit,speed,angle,timestamp,stable
1784180956,"[21, -20, -19, 16]","[14699, 15815, 11208, 14672]","[542940, 542941, 542943, 542938]","[0, 0, 0, 0]"
1784180956,"[17, -22, -20, 13]","[15603, 14794, 10187, 15683]","[543000, 543001, 543003, 542998]","[0, 0, 0, 0]"
1784180956,"[6, -15, -10, 6]","[16309, 14006, 9411, 16376]","[543060, 543061, 543063, 543058]","[0, 0, 0, 0]"
1784180956,"[12, -10, -17, 8]","[16947, 13473, 8857, 16990]","[543120, 543121, 543123, 543118]","[0, 0, 0, 0]"
1784180956,"[7, -15, -11, 4]","[17465, 12867, 8252, 17505]","[543180, 543181, 543183, 543178]","[0, 0, 0, 0]"
1784180956,"[9, -6, -10, 8]","[17973, 12362, 7784, 18101]","[543240, 543241, 543243, 543238]","[0, 0, 0, 0]"
1784180956,"[3, -6, -14, 3]","[18294, 12056, 7461, 18432]","[543300, 543301, 543303, 543298]","[0, 0, 0, 0]"
1784180956,"[0, -5, -2, 1]","[18430, 11906, 7307, 18572]","[543360, 543361, 543363, 543358]","[0, 0, 0, 0]"
1784180956,"[-2, -1, -1, -3]","[18441, 11894, 7302, 18587]","[543420, 543421, 543423, 543418]","[0, 0, 0, 0]"
1784180957,"[-2, 0, 2, -3]","[18380, 11960, 7374, 18530]","[543480, 543481, 543483, 543478]","[0, 0, 0, 0]"
1784180957,"[-2, -2, 1, 1]","[18318, 12022, 7440, 18472]","[543540, 543541, 543543, 543538]","[0, 0, 0, 0]"
1784180957,"[2, 0, 1, 1]","[18271, 12066, 7489, 18427]","[543600, 543601, 543603, 543598]","[0, 0, 0, 0]"
1784180957,"[-8, 0, -2, 5]","[18244, 12094, 7518, 18402]","[543660, 543661, 543663, 543658]","[0, 0, 0, 0]"
1784180957,"[0, 0, 4, -1]","[18230, 12107, 7532, 18390]","[543720, 543721, 543723, 543718]","[0, 0, 0, 0]"
1784180957,"[8, -4, 4, -6]","[18223, 12112, 7538, 18384]","[543780, 543781, 543783, 543778]","[0, 0, 0, 0]"
1784180957,"[-23, -28, -20, -35]","[17761, 11650, 6973, 18050]","[543840, 543841, 543843, 543838]","[0, 0, 0, 0]"
1784180957,"[-21, -22, -26, -21]","[16380, 10073, 5604, 16743]","[543900, 543901, 543903, 543898]","[0, 0, 0, 0]"
1784180957,"[-28, -26, -34, -32]","[15021, 8727, 4150, 15282]","[543960, 543961, 543963, 543958]","[0, 0, 0, 0]"
1784180957,"[-33, -28, -36, -24]","[13473, 7348, 2654, 13808]","[544020, 544021, 544023, 544018]","[0, 0, 0, 0]"
1784180958,"[-32, -24, -27, -27]","[11925, 5705, 1127, 12199]","[544080, 544081, 544083, 544078]","[0, 0, 0, 0]"
1784180958,"[-29, -35, -34, -34]","[10347, 3958, 32202, 10759]","[544140, 544141, 544143, 544138]","[0, 0, 0, 0]"
1784180958,"[-27, -31, -31, -32]","[8848, 2540, 30512, 9103]","[544200, 544201, 544203, 544198]","[0, 0, 0, 0]"
1784180958,"[-26, -23, -27, -38]","[7160, 1078, 28873, 7148]","[544260, 544261, 544263, 544258]","[0, 0, 0, 0]"
1784180958,"[-36, -39, -33, -21]","[5430, 32070, 27425, 5768]","[544320, 544321, 544323, 544318]","[0, 0, 0, 0]"
1784180958,"[-28, -32, -31, -23]","[3767, 30246, 25771, 4334]","[544380, 544381, 544383, 544378]","[0, 0, 0, 0]"
1784180958,"[-20, -27, -37, -44]","[2302, 28790, 23948, 2471]","[544440, 544441, 544443, 544438]","[0, 0, 0, 0]"
1784180958,"[-30, -33, -28, -25]","[691, 27341, 22308, 709]","[544500, 544501, 544503, 544498]","[0, 0, 0, 0]"
1784180958,"[-29, -29, -22, -29]","[31645, 25511, 20806, 31901]","[544560, 544561, 544563, 544558]","[0, 0, 0, 0]"
1784180958,"[-30, -39, -38, -26]","[30082, 23727, 19140, 30464]","[544620, 544621, 544623, 544618]","[0, 0, 0, 0]"
1784180959,"[-26, -22, -34, -31]","[28568, 22188, 17380, 28746]","[544680, 544681, 544683, 544678]","[0, 0, 0, 0]"
1784180959,"[-34, -30, -32, -37]","[26839, 20690, 15691, 26823]","[544740, 544741, 544743, 544738]","[0, 0, 0, 0]"
1784180959,"[-40, -36, -36, -27]","[25123, 19110, 14178, 25291]","[544800, 544801, 544803, 544798]","[0, 0, 0, 0]"
1784180959,"[-27, -35, -27, -29]","[23442, 17177, 12600, 23897]","[544860, 544861, 544863, 544858]","[0, 0, 0, 0]"
1784180959,"[-26, -31, -36, -33]","[21866, 15507, 10720, 22098]","[544920, 544921, 544923, 544918]","[0, 0, 0, 0]"
1784180959,"[-31, -29, -31, -39]","[20231, 14101, 9137, 20256]","[544980, 544981, 544983, 544978]","[0, 0, 0, 0]"
1784180959,"[-23, -24, -23, -17]","[18551, 12479, 7577, 18609]","[545040, 545041, 545043, 545038]","[0, 0, 0, 0]"
